,WaveformDecomposition.stop_methode,WaveformDecomposition.stop_region,WaveformDecomposition.threshold,WaveformDecomposition.fwhm,WaveformDecomposition.search_range,WaveformDecomposition.search_edge,MipTimeRetrieval.pe_hit_time,MipTimeRetrieval.window_length,MipTimeRetrieval.window_threshold,SystematicsStudy.threshold_tres,SystematicsStudy.range_time,SystematicsStudy.start_mpv,SystematicsStudy.window_length_mpv,MPV_1,MPV_2,MPV_3,MPV_4,TRes,TRes_shift
60,2.0,3.0,0.5,4.0,1000.0,200.0,2.0,4.0,2.0,0.4,4.0,14980.0,275.0,41.50000000392078,39.50000000303777,33.500000000265715,30.500000003606598,1.8033157888186935,-0.3072993916975873
61,2.0,3.0,0.5,4.0,1000.0,200.0,2.0,4.0,2.0,0.4,6.0,14980.0,275.0,41.50000000392078,39.50000000303777,33.500000000265715,30.500000003606598,0.9487547030386557,-0.3225803344030775
62,2.0,3.0,0.5,4.0,1000.0,200.0,2.0,4.0,2.0,0.5,4.0,14980.0,275.0,41.50000000392078,39.50000000303777,33.500000000265715,30.500000003606598,1.7014938464116411,-0.34146680025744497
63,2.0,3.0,0.5,4.0,1000.0,200.0,2.0,4.0,2.0,0.5,6.0,14980.0,275.0,41.50000000392078,39.50000000303777,33.500000000265715,30.500000003606598,0.8634452006610559,-0.3600602511624437
64,2.0,3.0,0.5,4.0,1000.0,200.0,2.0,4.0,2.0,0.6,4.0,14980.0,275.0,41.50000000392078,39.50000000303777,33.500000000265715,30.500000003606598,1.116494139441492,-0.3252473617614768
65,2.0,3.0,0.5,4.0,1000.0,200.0,2.0,4.0,2.0,0.6,6.0,14980.0,275.0,41.50000000392078,39.50000000303777,33.500000000265715,30.500000003606598,0.8602853116995937,-0.3603743419998154
66,2.0,3.0,0.5,4.0,1000.0,200.0,2.0,4.0,6.0,0.4,4.0,14980.0,275.0,41.50000000392078,39.50000000303777,33.500000000265715,30.500000003606598,1.2068872597563787,-0.3066941593756471
67,2.0,3.0,0.5,4.0,1000.0,200.0,2.0,4.0,6.0,0.4,6.0,14980.0,275.0,41.50000000392078,39.50000000303777,33.500000000265715,30.500000003606598,0.9099973873909414,-0.36325502929028186
68,2.0,3.0,0.5,4.0,1000.0,200.0,2.0,4.0,6.0,0.5,4.0,14980.0,275.0,41.50000000392078,39.50000000303777,33.500000000265715,30.500000003606598,0.9192686427425084,-0.3707588827313106
69,2.0,3.0,0.5,4.0,1000.0,200.0,2.0,4.0,6.0,0.5,6.0,14980.0,275.0,41.50000000392078,39.50000000303777,33.500000000265715,30.500000003606598,0.8533900942166602,-0.38304944667972407
70,2.0,3.0,0.5,4.0,1000.0,200.0,2.0,4.0,6.0,0.6,4.0,14980.0,275.0,41.50000000392078,39.50000000303777,33.500000000265715,30.500000003606598,0.8965630629152523,-0.3518111938793362
71,2.0,3.0,0.5,4.0,1000.0,200.0,2.0,4.0,6.0,0.6,6.0,14980.0,275.0,41.50000000392078,39.50000000303777,33.500000000265715,30.500000003606598,0.8158383185264232,-0.36701913986633977
72,2.0,3.0,0.5,4.0,1000.0,200.0,2.0,12.0,1.0,0.4,4.0,14980.0,275.0,41.50000000392078,39.50000000303777,33.500000000265715,30.500000003606598,1.7112935516827976,-0.3790734059631145
73,2.0,3.0,0.5,4.0,1000.0,200.0,2.0,12.0,1.0,0.4,6.0,14980.0,275.0,41.50000000392078,39.50000000303777,33.500000000265715,30.500000003606598,0.8527607971448675,-0.46120368479224
74,2.0,3.0,0.5,4.0,1000.0,200.0,2.0,12.0,1.0,0.5,4.0,14980.0,275.0,41.50000000392078,39.50000000303777,33.500000000265715,30.500000003606598,1.675699716357476,-0.38382599474210866
75,2.0,3.0,0.5,4.0,1000.0,200.0,2.0,12.0,1.0,0.5,6.0,14980.0,275.0,41.50000000392078,39.50000000303777,33.500000000265715,30.500000003606598,0.8601710076634267,-0.4667356794157446
76,2.0,3.0,0.5,4.0,1000.0,200.0,2.0,12.0,1.0,0.6,4.0,14980.0,275.0,41.50000000392078,39.50000000303777,33.500000000265715,30.500000003606598,1.3777262790013656,-0.3473208628066243
77,2.0,3.0,0.5,4.0,1000.0,200.0,2.0,12.0,1.0,0.6,6.0,14980.0,275.0,41.50000000392078,39.50000000303777,33.500000000265715,30.500000003606598,0.8258301078637053,-0.4565502193138665
78,2.0,3.0,0.5,4.0,1000.0,200.0,2.0,12.0,2.0,0.4,4.0,14980.0,275.0,41.50000000392078,39.50000000303777,33.500000000265715,30.500000003606598,1.7112935516827976,-0.3790734059631145
79,2.0,3.0,0.5,4.0,1000.0,200.0,2.0,12.0,2.0,0.4,6.0,14980.0,275.0,41.50000000392078,39.50000000303777,33.500000000265715,30.500000003606598,0.8527607971448675,-0.46120368479224
80,2.0,3.0,0.5,4.0,1000.0,200.0,2.0,12.0,2.0,0.5,4.0,14980.0,275.0,41.50000000392078,39.50000000303777,33.500000000265715,30.500000003606598,1.675699716357476,-0.38382599474210866
81,2.0,3.0,0.5,4.0,1000.0,200.0,2.0,12.0,2.0,0.5,6.0,14980.0,275.0,41.50000000392078,39.50000000303777,33.500000000265715,30.500000003606598,0.8601710076634267,-0.4667356794157446
82,2.0,3.0,0.5,4.0,1000.0,200.0,2.0,12.0,2.0,0.6,4.0,14980.0,275.0,41.50000000392078,39.50000000303777,33.500000000265715,30.500000003606598,1.3777262790013656,-0.3473208628066243
83,2.0,3.0,0.5,4.0,1000.0,200.0,2.0,12.0,2.0,0.6,6.0,14980.0,275.0,41.50000000392078,39.50000000303777,33.500000000265715,30.500000003606598,0.8258301078637053,-0.4565502193138665
84,2.0,3.0,0.5,4.0,1000.0,200.0,2.0,12.0,6.0,0.4,4.0,14980.0,275.0,41.50000000392078,39.50000000303777,33.500000000265715,30.500000003606598,1.7169367059253853,-0.37899587295331205
85,2.0,3.0,0.5,4.0,1000.0,200.0,2.0,12.0,6.0,0.4,6.0,14980.0,275.0,41.50000000392078,39.50000000303777,33.500000000265715,30.500000003606598,0.855354597878661,-0.46209703631252247
86,2.0,3.0,0.5,4.0,1000.0,200.0,2.0,12.0,6.0,0.5,4.0,14980.0,275.0,41.50000000392078,39.50000000303777,33.500000000265715,30.500000003606598,1.690395304861517,-0.38436019707399244
87,2.0,3.0,0.5,4.0,1000.0,200.0,2.0,12.0,6.0,0.5,6.0,14980.0,275.0,41.50000000392078,39.50000000303777,33.500000000265715,30.500000003606598,0.866440237977202,-0.467994173106593
88,2.0,3.0,0.5,4.0,1000.0,200.0,2.0,12.0,6.0,0.6,4.0,14980.0,275.0,41.50000000392078,39.50000000303777,33.500000000265715,30.500000003606598,1.3773654473758794,-0.34763602120752374
89,2.0,3.0,0.5,4.0,1000.0,200.0,2.0,12.0,6.0,0.6,6.0,14980.0,275.0,41.50000000392078,39.50000000303777,33.500000000265715,30.500000003606598,0.8321070522550887,-0.45740065903418586
90,2.0,3.0,0.5,4.0,1000.0,200.0,2.0,36.0,1.0,0.4,4.0,14980.0,275.0,41.50000000392078,39.50000000303777,33.500000000265715,30.500000003606598,0.8490294716008778,-0.40329637109519184
91,2.0,3.0,0.5,4.0,1000.0,200.0,2.0,36.0,1.0,0.4,6.0,14980.0,275.0,41.50000000392078,39.50000000303777,33.500000000265715,30.500000003606598,0.8917554520772886,-0.4887720604580128
92,2.0,3.0,0.5,4.0,1000.0,200.0,2.0,36.0,1.0,0.5,4.0,14980.0,275.0,41.50000000392078,39.50000000303777,33.500000000265715,30.500000003606598,0.856376156242192,-0.39525650185858463
93,2.0,3.0,0.5,4.0,1000.0,200.0,2.0,36.0,1.0,0.5,6.0,14980.0,275.0,41.50000000392078,39.50000000303777,33.500000000265715,30.500000003606598,0.8849446348474548,-0.48024827053290564
