,WaveformDecomposition.stop_methode,WaveformDecomposition.stop_region,WaveformDecomposition.threshold,WaveformDecomposition.fwhm,WaveformDecomposition.search_range,WaveformDecomposition.search_edge,MipTimeRetrieval.pe_hit_time,MipTimeRetrieval.window_length,MipTimeRetrieval.window_threshold,SystematicsStudy.threshold_tres,SystematicsStudy.range_time,SystematicsStudy.start_mpv,SystematicsStudy.window_length_mpv,MPV_1,MPV_2,MPV_3,MPV_4,TRes,TRes_shift
0,2.0,3.0,0.5,4.0,1000.0,200.0,1.0,4.0,1.0,0.4,4.0,14980.0,275.0,16.500000000844416,13.500000001752403,15.500000000912172,15.500000001169788,0.9289954505886837,-0.4592393238260491
1,2.0,3.0,0.5,4.0,1000.0,200.0,1.0,4.0,1.0,0.4,6.0,14980.0,275.0,16.500000000844416,13.500000001752403,15.500000000912172,15.500000001169788,0.8070766848042151,-0.4865497778557702
2,2.0,3.0,0.5,4.0,1000.0,200.0,1.0,4.0,1.0,0.5,4.0,14980.0,275.0,16.500000000844416,13.500000001752403,15.500000000912172,15.500000001169788,0.8989699541936323,-0.5093501464945511
3,2.0,3.0,0.5,4.0,1000.0,200.0,1.0,4.0,1.0,0.5,6.0,14980.0,275.0,16.500000000844416,13.500000001752403,15.500000000912172,15.500000001169788,0.7806881015303104,-0.5424226637491559
4,2.0,3.0,0.5,4.0,1000.0,200.0,1.0,4.0,1.0,0.6,4.0,14980.0,275.0,16.500000000844416,13.500000001752403,15.500000000912172,15.500000001169788,0.7872432178276848,-0.5397460950251183
5,2.0,3.0,0.5,4.0,1000.0,200.0,1.0,4.0,1.0,0.6,6.0,14980.0,275.0,16.500000000844416,13.500000001752403,15.500000000912172,15.500000001169788,0.7013534585768915,-0.5743041922253641
6,2.0,3.0,0.5,4.0,1000.0,200.0,1.0,4.0,2.0,0.4,4.0,14980.0,275.0,16.500000000844416,13.500000001752403,15.500000000912172,15.500000001169788,0.9289954505886837,-0.4592393238260491
7,2.0,3.0,0.5,4.0,1000.0,200.0,1.0,4.0,2.0,0.4,6.0,14980.0,275.0,16.500000000844416,13.500000001752403,15.500000000912172,15.500000001169788,0.8070766848042151,-0.4865497778557702
8,2.0,3.0,0.5,4.0,1000.0,200.0,1.0,4.0,2.0,0.5,4.0,14980.0,275.0,16.500000000844416,13.500000001752403,15.500000000912172,15.500000001169788,0.8989699541936323,-0.5093501464945511
9,2.0,3.0,0.5,4.0,1000.0,200.0,1.0,4.0,2.0,0.5,6.0,14980.0,275.0,16.500000000844416,13.500000001752403,15.500000000912172,15.500000001169788,0.7806881015303104,-0.5424226637491559
10,2.0,3.0,0.5,4.0,1000.0,200.0,1.0,4.0,2.0,0.6,4.0,14980.0,275.0,16.500000000844416,13.500000001752403,15.500000000912172,15.500000001169788,0.7872432178276848,-0.5397460950251183
11,2.0,3.0,0.5,4.0,1000.0,200.0,1.0,4.0,2.0,0.6,6.0,14980.0,275.0,16.500000000844416,13.500000001752403,15.500000000912172,15.500000001169788,0.7013534585768915,-0.5743041922253641
12,2.0,3.0,0.5,4.0,1000.0,200.0,1.0,4.0,6.0,0.4,4.0,14980.0,275.0,16.500000000844416,13.500000001752403,15.500000000912172,15.500000001169788,1.0012817054892593,-0.46507492951160156
13,2.0,3.0,0.5,4.0,1000.0,200.0,1.0,4.0,6.0,0.4,6.0,14980.0,275.0,16.500000000844416,13.500000001752403,15.500000000912172,15.500000001169788,0.9340043713976857,-0.4815222903182768
