,SignalTagging.bins_over_threshold,SignalTagging.threshold,SignalTagging.signal_length,WaveformDecomposition.threshold,WaveformDecomposition.fwhm,MipTimeRetrieval.window_length,MipTimeRetrieval.timing_type,MipTimeRetrieval.constant_fraction,MipTimeRetrieval.pe_hit_time,MPV_1,MPV_2,MPV_3,MPV_4,TRes,TRes_shift
21,1.0,11.7,375.0,0.5,4.0,66.0,constant fraction,0.1,3,1.2221396766207226,1.0091259112161917,1.4632861027220077,1.3554804964088265,-1.2199358962391003,-1.2144806624839948
22,1.0,11.7,375.0,0.5,4.0,66.0,constant fraction,0.2,3,1.7026964130767657,1.2052920455230618,1.4632861027161752,1.355480496259828,40894.86266963666,-15854.92197589658
23,1.0,11.7,375.0,0.5,4.0,66.0,constant fraction,0.3,3,1.7026964130242968,1.2543335790712518,1.4632861025334198,1.355480496302508,2.7633857513500975e+19,-2.8224975032660768e+17
24,1.0,11.7,375.0,0.5,4.0,66.0,constant fraction,0.5,3,1.7026964129228488,1.23446792825549,1.463286102629087,1.355480496351723,29.479089901490532,-115.57505812008735
25,1.0,11.7,375.0,0.5,4.0,66.0,pe hit time,0.5,1,1.1753619460468714,0.7178135495023824,1.4632861026412596,1.3554804963793856,-1.2199358962391003,-1.2144806624839948
26,1.0,11.7,375.0,0.5,4.0,66.0,pe hit time,0.5,2,1.1620700843474934,0.7178135497183571,1.463286102536887,1.3554804963363274,4.404597430397321e+19,-3.204410331666656e+18
27,1.0,11.7,375.0,0.5,4.0,66.0,pe hit time,0.5,3,1.5825572287537852,1.0581674450239804,1.4632861026574626,1.3554804963805218,7.946128114258393e+19,-51783216.6463224
28,1.0,11.7,375.0,0.5,4.0,72.0,constant fraction,0.1,3,1.3960102037871431,1.0467149995545697,1.5886840060663576,1.4141471626658069,0.7999999999999999,518128.19759503804
29,1.0,11.7,375.0,0.5,4.0,72.0,constant fraction,0.2,3,1.7139005124541988,1.2565740965066574,1.5289111027351117,1.4141471629960014,0.7999999999999999,518128.19759503804
30,1.0,11.7,375.0,0.5,4.0,72.0,constant fraction,0.3,3,1.7799402535707032,1.308179732730982,1.5289111026133204,1.414147162761121,0.7999999999999999,519782.1109631559
31,1.0,11.7,375.0,0.5,4.0,72.0,constant fraction,0.5,3,1.7139005124699367,1.3081797327571896,1.5289111024587971,1.360477837104479,492.281299481953,39.35199194783557
32,1.0,11.7,375.0,0.5,4.0,72.0,pe hit time,0.5,1,1.255222761715874,0.6447243385592809,1.5289111027351117,1.3604778370801867,0.7999999999999999,518128.19759503804
33,1.0,11.7,375.0,0.5,4.0,72.0,pe hit time,0.5,2,1.396010203946952,0.8091750634966696,1.5289111027351117,1.360477837104479,1.1463193751418408,-3.7500174393837744
34,1.0,11.7,375.0,0.5,4.0,72.0,pe hit time,0.5,3,1.6478607712361253,1.0581674451051202,1.5289111027351117,1.4141471629060314,7.946128114258393e+19,-51783216.6463224
35,1.0,11.7,375.0,0.5,4.0,92.0,constant fraction,0.1,3,1.629214124284832,1.1373801918671202,1.783229813762734,1.5314804963178046,-7.020457595509213e+18,-1.4729309780466817e+19
36,1.0,11.7,375.0,0.5,4.0,92.0,constant fraction,0.2,3,1.845243795929815,1.3591381993524445,1.7832298135003501,1.5314804964537452,173767.94195970564,124918.9373135049
37,1.0,11.7,375.0,0.5,4.0,92.0,constant fraction,0.3,3,1.9172536865575105,1.4158720409052783,1.7832298136740339,1.531480496341735,173767.94195970564,124918.9373135049
38,1.0,11.7,375.0,0.5,4.0,92.0,constant fraction,0.5,3,1.845243796052904,1.415872040812282,1.7832298135437086,1.5314804963528468,9.021214613173406,-16.88415239578285
39,1.0,11.7,375.0,0.5,4.0,92.0,pe hit time,0.5,1,1.1373727314646485,0.8235643484443584,1.7832298135088438,1.4724778369631832,0.6104494174075533,1.8469868887262368
40,1.0,11.7,375.0,0.5,4.0,92.0,pe hit time,0.5,2,1.2963984426571245,0.880621774415504,1.783229813451382,1.5314804964637325,173767.94195970564,124918.9373135049
41,1.0,11.7,375.0,0.5,4.0,92.0,pe hit time,0.5,3,1.6415225222575984,1.1889366756691826,1.7832298137404774,1.5314804963689674,28.748369330560113,-96.71254137335772
42,1.0,11.7,375.0,0.5,6.0,24.0,constant fraction,0.1,3,1.3444874575716308,0.9126607684117582,0.934025621044725,1.0244778367990546,1.6919019277404928,-0.37944012823677264
43,1.0,11.7,375.0,0.5,6.0,24.0,constant fraction,0.2,3,1.299343238872046,0.8975997377946505,0.9340256209192775,1.0244778368705194,1.3680265458974616,-0.33872997507620245
44,1.0,11.7,375.0,0.5,6.0,24.0,constant fraction,0.3,3,1.3444874577076364,0.897599737953602,0.9086277174143014,1.0244778369114258,1.3940670596928633,-0.4772265961753547
45,1.0,11.7,375.0,0.5,6.0,24.0,constant fraction,0.5,3,1.3444874578321457,0.9126607683510699,0.9086277175069497,1.0244778368445278,1.7529570603242806,-0.4582558298470823
46,1.0,11.7,375.0,0.5,6.0,24.0,pe hit time,0.5,1,1.3444874577929935,0.9126607684617051,0.9340256210327846,1.0244778368704583,2.030640183927909,-0.6983739728204547
47,1.0,11.7,375.0,0.5,6.0,24.0,pe hit time,0.5,2,1.3444874576986863,0.9126607683505832,0.934025621014246,1.0244778367561862,1.7792162815261081,-0.5276414125646243
48,1.0,11.7,375.0,0.5,6.0,24.0,pe hit time,0.5,3,0.2610262033162523,0.224461374621119,0.9340256209192775,1.0244778367609806,1.452005599583199,-0.5932369597225363
49,1.0,11.7,375.0,0.5,6.0,36.0,constant fraction,0.1,3,1.4877710396604742,1.051445891539216,1.0695361024839156,1.1364778366747776,1.6769913925703828,-0.14934104322429423
50,1.0,11.7,375.0,0.5,6.0,36.0,constant fraction,0.2,3,1.4366566718236402,1.0514458918051366,1.031638198809485,1.136477836733824,1.3146738589273754,-0.4781051847713487
51,1.0,11.7,375.0,0.5,6.0,36.0,constant fraction,0.3,3,1.4366566717614255,1.0514458916195761,1.0316381987139371,1.1364778367636224,1.4875886993299892,-0.6355670044720967
52,1.0,11.7,375.0,0.5,6.0,36.0,constant fraction,0.5,3,1.436656671852611,1.0514458917015055,1.0316381988246413,1.1364778367258304,1.5782457580878326,-0.4911757674345247
53,1.0,11.7,375.0,0.5,6.0,36.0,pe hit time,0.5,1,1.4366566714645184,0.9687474400775744,1.0695361023818295,1.1364778368152109,0.8901422817568486,-1.335391007905507
54,1.0,11.7,375.0,0.5,6.0,36.0,pe hit time,0.5,2,1.4366566716503364,1.0100966658187445,1.069536102336038,1.1364778367786985,1.7513484105852002,-0.446364859372038
55,1.0,11.7,375.0,0.5,6.0,36.0,pe hit time,0.5,3,1.4366566717148102,1.0514458916115101,1.0316381989744339,1.1364778367726645,1.3983289921187532,-0.6196196023797338
56,1.0,11.7,375.0,0.5,6.0,50.0,constant fraction,0.1,3,1.4512139452608321,1.0100966657083956,1.2191381988633319,1.179480496469429,-0.7040043152737584,-3.2376613359860182
57,1.0,11.7,375.0,0.5,6.0,50.0,constant fraction,0.2,3,1.6135122736009357,1.1075325633144488,1.219138198858093,1.1794804965882177,1.7573447878804838e+18,-2.2266682729532598e+17
58,1.0,11.7,375.0,0.5,6.0,50.0,constant fraction,0.3,3,1.5594128308293136,1.129986892760356,1.2191381988741792,1.1794804965586445,0.7999999999999999,518852.433406464
59,1.0,11.7,375.0,0.5,6.0,50.0,constant fraction,0.5,3,1.5594128310725588,1.0937658721947032,1.2191381988950083,1.179480496680876,492.281299481953,39.35199194783557
60,1.0,11.7,375.0,0.5,6.0,50.0,pe hit time,0.5,1,0.8561200743759407,0.645072499397434,1.2191381989552281,1.179480496469429,-0.7040043152737584,-3.2376613359860182
61,1.0,11.7,375.0,0.5,6.0,50.0,pe hit time,0.5,2,1.5053133880954683,1.0100966657655723,1.2191381988658585,1.179480496469429,4.864076334385026e+19,-5182228.357327426
62,1.0,11.7,375.0,0.5,6.0,50.0,pe hit time,0.5,3,1.5594128308953927,1.0927951174176394,1.2191381988773633,1.1794804967120558,0.7999999999999999,517299.2579503347
63,1.0,11.7,375.0,0.5,6.0,66.0,constant fraction,0.1,3,1.5221195371785516,1.0091259113981466,1.4511840062414063,1.3044778369424666,1.4533964264018666,-0.6182322891616922
64,1.0,11.7,375.0,0.5,6.0,66.0,constant fraction,0.2,3,1.6482288706411807,1.2052920455035603,1.4511840062289187,1.304477836842668,3.054490868449929,-1.4736482145785232
65,1.0,11.7,375.0,0.5,6.0,66.0,constant fraction,0.3,3,1.6310546221833926,1.205292045628726,1.4511840061516703,1.3044778368281285,3.3459199013644643,-2.7353766162368487
66,1.0,11.7,375.0,0.5,6.0,66.0,constant fraction,0.5,3,1.6482288703373709,1.205292045579999,1.4511840061805878,1.3044778368329437,50.336434961780284,10.334514165061009
67,1.0,11.7,375.0,0.5,6.0,66.0,pe hit time,0.5,1,1.1437915371301388,0.8639919718690249,1.4511840061265624,1.3044778368415015,1.4533964264018666,-0.6182322891616922
68,1.0,11.7,375.0,0.5,6.0,66.0,pe hit time,0.5,2,1.1437915369857452,0.9600843778819282,1.4511840061121666,1.304477836990991,3.891116068009296,-4.6309611566217495
69,1.0,11.7,375.0,0.5,6.0,66.0,pe hit time,0.5,3,1.585174203750285,1.1072089783040104,1.4511840062316141,1.3044778370253538,0.3515769892615465,0.16233015591074934
70,1.0,11.7,375.0,0.5,6.0,72.0,constant fraction,0.1,3,1.5157812885098791,1.0581674448870744,1.5199340063448386,1.3554804963237008,1.3081455398449156,-0.4853041835606572
71,1.0,11.7,375.0,0.5,6.0,72.0,constant fraction,0.2,3,1.713900512291783,1.2052920456535188,1.5199340061293076,1.3554804964293432,1.9165535043918478,-0.03888787017104158
72,1.0,11.7,375.0,0.5,6.0,72.0,constant fraction,0.3,3,1.7139005122976434,1.254333579093106,1.5199340059921773,1.3554804963219906,0.5870401861892656,-0.0018742269849508764
73,1.0,11.7,375.0,0.5,6.0,72.0,constant fraction,0.5,3,1.647860771130723,1.2543335791570243,1.5199340060797446,1.3554804964142366,-3.353477898742531e+24,-52302142443.50172
74,1.0,11.7,375.0,0.5,6.0,72.0,pe hit time,0.5,1,1.1195428405087773,0.8912263454641038,1.5199340060634117,1.3554804965013212,1.3081455398449156,-0.4853041835606572
75,1.0,11.7,375.0,0.5,6.0,72.0,pe hit time,0.5,2,1.3176620645972075,1.0091259114406326,1.519934006041014,1.3554804964149343,2.441139853657053,-1.47040377084204
76,1.0,11.7,375.0,0.5,6.0,72.0,pe hit time,0.5,3,1.5818210298613353,1.1072089785086776,1.519934006083144,1.3554804963849547,0.3515769892615465,0.16233015591074934
77,1.0,11.7,375.0,0.5,6.0,92.0,constant fraction,0.1,3,1.7732339054515878,1.1889366757006539,1.6574340063794486,1.46781648929539,1.4406141036732354,-1.698719298953463
78,1.0,11.7,375.0,0.5,6.0,92.0,constant fraction,0.2,3,1.8452437958670196,1.3591381992576606,1.6574340063077708,1.4678164890867083,2.167173995343632,0.16339638451442023
79,1.0,11.7,375.0,0.5,6.0,92.0,constant fraction,0.3,3,1.8452437960384447,1.4158720405618934,1.6574340062490802,1.4678164893148808,0.6532120500097798,1.6000575513902768
80,1.0,11.7,375.0,0.5,6.0,92.0,constant fraction,0.5,3,1.8452437961950696,1.415872040576078,1.657434006095774,1.4678164892838923,648386.905349614,357860.89442400966
81,1.0,11.7,375.0,0.5,6.0,92.0,pe hit time,0.5,1,1.076935040065927,0.8476120261490225,1.6574340062152864,1.4678164892811751,-1.2198093580778577,-1.2144868299832232
82,1.0,11.7,375.0,0.5,6.0,92.0,pe hit time,0.5,2,1.7012240149458882,1.1572458422997334,1.657434006493002,1.467816489352139,2.441139853657053,-1.47040377084204
83,1.0,11.7,375.0,0.5,6.0,92.0,pe hit time,0.5,3,1.557204233830099,1.245670516862801,1.6574340061861228,1.4678164892100527,-8.929486636238256e+20,2.0052256517204754e+21
84,1.0,11.7,375.0,0.5,8.0,24.0,constant fraction,0.1,3,1.3444874576486774,0.9126607685306727,0.901184006216153,1.024477836768337,1.6529180826851102,-0.464214815207258
85,1.0,11.7,375.0,0.5,8.0,24.0,constant fraction,0.2,3,1.2993432387909152,0.8975997378424921,0.9011840062332905,0.9868085106715544,1.4080480216893854,-0.35858235868579375
86,1.0,11.7,375.0,0.5,8.0,24.0,constant fraction,0.3,3,1.299343238788793,0.8975997380244678,0.9011840062316687,0.9868085106715544,1.369386386265833,-0.45956880128920036
87,1.0,11.7,375.0,0.5,8.0,24.0,constant fraction,0.5,3,1.3444874575550165,0.9312566558239211,0.9011840061009663,1.024477836768337,1.714587305414475,-0.4364553528219022
88,1.0,11.7,375.0,0.5,8.0,24.0,pe hit time,0.5,1,1.3444874576780033,0.8975997378850432,0.901184006216153,1.024477836768337,1.8946659586066057,-0.7192366778467792
89,1.0,11.7,375.0,0.5,8.0,24.0,pe hit time,0.5,2,1.344487457890382,0.9312566559177772,0.9011840061619913,1.024477836768337,1.7331321991658883,-0.5353401084593921
90,1.0,11.7,375.0,0.5,8.0,24.0,pe hit time,0.5,3,0.2610262033162523,0.5132301138690915,0.9011840061427957,1.024477836768337,1.4684947246416065,-0.5962980629185448
91,1.0,11.7,375.0,0.5,8.0,36.0,constant fraction,0.1,3,1.459801069465593,1.0514458916644138,1.0316381988635022,1.093475177351124,1.5462430974095496,-0.2569236655310369
92,1.0,11.7,375.0,0.5,8.0,36.0,constant fraction,0.2,3,1.4598010694092984,1.0514458917311422,1.031638198884238,1.0934751773306335,1.2739087414785848,-0.22978447777554192
93,1.0,11.7,375.0,0.5,8.0,36.0,constant fraction,0.3,3,1.4598010695006467,1.0514458915556595,1.0316381986697567,1.093475177306999,1.4221059674809282,-0.34613376662770917
94,1.0,11.7,375.0,0.5,8.0,36.0,constant fraction,0.5,3,1.4598010695803734,1.051445891741982,1.0316381987210013,1.0934751773565805,1.800424819354118,-0.34875069041724566
95,1.0,11.7,375.0,0.5,8.0,36.0,pe hit time,0.5,1,1.4027165523027603,0.9687474401164117,1.0316381988334618,1.0934751772950175,1.8598510308180278,-0.6343741115784081
96,1.0,11.7,375.0,0.5,8.0,36.0,pe hit time,0.5,2,1.4027165522220724,1.0100966658664117,1.0316381987084062,1.093475177402405,1.6394743893313926,-0.3112611058073313
97,1.0,11.7,375.0,0.5,8.0,36.0,pe hit time,0.5,3,1.4512139452088029,1.0100966661358644,1.0316381988700896,1.0998164894238338,1.3653434421903907,-0.4203088330293813
98,1.0,11.7,375.0,0.5,8.0,50.0,constant fraction,0.1,3,1.5053133878942995,1.0001638404748243,1.219138198876619,1.1794804964517127,1.9645905810896298,-0.7154435800044994
99,1.0,11.7,375.0,0.5,8.0,50.0,constant fraction,0.2,3,1.5594128308422428,1.1165192102886052,1.2191381986932346,1.1794804963798093,0.3333880263969053,-0.31295298303123675
100,1.0,11.7,375.0,0.5,8.0,50.0,constant fraction,0.3,3,1.5594128308413282,1.1165192101225425,1.2191381988495358,1.1794804963312853,0.9939767539126175,-0.37650015885796456
101,1.0,11.7,375.0,0.5,8.0,50.0,constant fraction,0.5,3,1.559412830746643,1.092795117345673,1.2191381987374237,1.1794804964266485,2.002740780291686,-0.5085085074994022
102,1.0,11.7,375.0,0.5,8.0,50.0,pe hit time,0.5,1,0.8561200743808214,0.8450233474197616,1.2191381987739955,1.1794804963696073,-1.9911322593950096,-0.9813680570925029
103,1.0,11.7,375.0,0.5,8.0,50.0,pe hit time,0.5,2,1.2889156168998734,1.0001638403724766,1.2191381987683478,1.179480496350069,1.7082559682301928,-0.7026566700485638
104,1.0,11.7,375.0,0.5,8.0,50.0,pe hit time,0.5,3,1.5053133881732044,1.0777340870483174,1.2191381987181544,1.1794804965015833,0.2891880106524267,-0.16140569412297148
105,1.0,11.7,375.0,0.5,8.0,66.0,constant fraction,0.1,3,1.143791537196723,1.0149012862518068,1.397661102489396,1.296813829786789,1.4496490220245242,-1.1661872182755728
106,1.0,11.7,375.0,0.5,8.0,66.0,constant fraction,0.2,3,1.6482288706958612,1.1905545996910911,1.3976611025071846,1.2968138296577671,0.3227896967515601,-0.437051131478745
107,1.0,11.7,375.0,0.5,8.0,66.0,constant fraction,0.3,3,1.648228870441613,1.1905545998714981,1.397661102593766,1.2968138296605094,1.1994882556865942,1.1212074493834576
108,1.0,11.7,375.0,0.5,8.0,66.0,constant fraction,0.5,3,1.5851742041443238,1.1905545998889098,1.3976611026043995,1.2968138297261438,28.52981214495592,-101.02078076294202
109,1.0,11.7,375.0,0.5,8.0,66.0,pe hit time,0.5,1,1.080736870295489,0.883161300815655,1.397661102455025,1.2968138297133565,1.4496490220245242,-1.1661872182755728
110,1.0,11.7,375.0,0.5,8.0,66.0,pe hit time,0.5,2,1.39601020375416,0.9709879576866661,1.3976611027408403,1.2968138296164127,0.24667904384268088,-0.5030064781674115
111,1.0,11.7,375.0,0.5,8.0,66.0,pe hit time,0.5,3,1.5851742038337773,1.1027279429874473,1.3976611026679922,1.2968138296913148,-1.477110718037652e+21,1.6739842843002258e+21
112,1.0,11.7,375.0,0.5,8.0,72.0,constant fraction,0.1,3,1.522119537180716,1.0610551323457744,1.4832298133687796,1.3044778369346135,9.296039763923178e+21,4.8552274325539176e+22
113,1.0,11.7,375.0,0.5,8.0,72.0,constant fraction,0.2,3,1.7112835373115753,1.2004874251945827,1.483229813668885,1.3044778370486019,1.0399294710217903,-0.6003624910651595
114,1.0,11.7,375.0,0.5,8.0,72.0,constant fraction,0.3,3,1.7112835371169473,1.2469648561930307,1.483229813342975,1.3044778369447714,1.1836967193002992,0.19986189861288187
115,1.0,11.7,375.0,0.5,8.0,72.0,constant fraction,0.5,3,1.6482288708342894,1.2344679281624131,1.432831910309696,1.304477836836875,0.4851222523879254,-0.002693840235829079
116,1.0,11.7,375.0,0.5,8.0,72.0,pe hit time,0.5,1,1.2068462037668415,0.8078807241925481,1.4832298135142,1.3044778369307355,9.296039763923178e+21,4.8552274325539176e+22
117,1.0,11.7,375.0,0.5,8.0,72.0,pe hit time,0.5,2,1.4590648705288565,1.0145777013557742,1.4832298136053286,1.304477836926914,0.45004665536915994,-0.6082651111934511
118,1.0,11.7,375.0,0.5,8.0,72.0,pe hit time,0.5,3,1.5851742039756174,1.1075325632129078,1.4832298134287107,1.3044778368937335,-1.477110718037652e+21,1.6739842843002258e+21
119,1.0,11.7,375.0,0.5,8.0,92.0,constant fraction,0.1,3,1.4609456467087996,1.204968460593987,1.5765819099160414,1.414147162948201,2.844780020499321,-0.9589218100997422
120,1.0,11.7,375.0,0.5,8.0,92.0,constant fraction,0.2,3,1.8359204725353082,1.3597853688961874,1.5765819100404692,1.414147162883482,2.016316279771302,0.20595180193141663
121,1.0,11.7,375.0,0.5,8.0,92.0,constant fraction,0.3,3,1.8359204726489897,1.411391005052903,1.5765819097734874,1.4141471630540554,9.209654369555707,9.776747382492378
122,1.0,11.7,375.0,0.5,8.0,92.0,constant fraction,0.5,3,1.835920472528568,1.4113910049171514,1.5765819099071814,1.4141471630117446,7.94616060079754e+19,-51783216.6463224
123,1.0,11.7,375.0,0.5,8.0,92.0,pe hit time,0.5,1,1.3109557160962562,1.051794052684576,1.5765819100451108,1.4141471630798537,2.844780020499321,-0.9589218100997422
124,1.0,11.7,375.0,0.5,8.0,92.0,pe hit time,0.5,2,1.3859506816124096,1.1088514788188366,1.5765819098541785,1.4141471630312132,2.5026688756846416,-0.9377109661924217
125,1.0,11.7,375.0,0.5,8.0,92.0,pe hit time,0.5,3,1.4609456466058426,1.2049684607193722,1.5765819099394673,1.4141471629357472,52.96754846403945,146.93713069417763
126,1.0,11.7,375.0,1.5,4.0,24.0,constant fraction,0.1,3,1.2090548011666549,0.8235643483478405,0.8800465836614686,0.8564778368820912,1.8209958645731739,-0.09700060053970123
127,1.0,11.7,375.0,1.5,4.0,24.0,constant fraction,0.2,3,1.2090548009331692,0.7950356354391246,0.8800465838438857,0.8564778369542071,1.392923254054345,-0.33896273454535675
128,1.0,11.7,375.0,1.5,4.0,24.0,constant fraction,0.3,3,1.2090548009858568,0.7950356353164131,0.880046583695196,0.8564778369546642,1.392528689697241,-0.4332142976408956
129,1.0,11.7,375.0,1.5,4.0,24.0,constant fraction,0.5,3,1.254199019660839,0.8235643482107489,0.8800465838571312,0.856477837150831,1.8656322022675813,-0.5299399887816397
130,1.0,11.7,375.0,1.5,4.0,24.0,pe hit time,0.5,1,1.2090548011688758,0.8235643481994732,0.880046583782512,0.8564778370361479,2.3502153970503943,-0.44797693268975675
131,1.0,11.7,375.0,1.5,4.0,24.0,pe hit time,0.5,2,0.2978361565485913,0.8235643483871185,0.880046583840711,0.8564778370038423,1.613842312647051,-0.4538797588090221
132,1.0,11.7,375.0,1.5,4.0,24.0,pe hit time,0.5,3,0.2610262033162523,0.2504505612164466,0.8800465839005183,0.8861471629478723,1.4365832401543583,-0.5753025139485013
133,1.0,11.7,375.0,1.5,4.0,36.0,constant fraction,0.1,3,1.2993432390750963,0.9488817890458995,0.9343652950015875,0.986808510529557,1.7766013754749264,-0.18191382386630875
134,1.0,11.7,375.0,1.5,4.0,36.0,constant fraction,0.2,3,1.2993432386850303,0.9488817892608361,0.934365295094001,0.9684778369826501,1.391464850155037,-0.3983235008481821
135,1.0,11.7,375.0,1.5,4.0,36.0,constant fraction,0.3,3,1.299343238646666,0.9488817891151959,0.9343652950641194,0.9684778368361688,1.4766067806636114,-0.4474756803259546
136,1.0,11.7,375.0,1.5,4.0,36.0,constant fraction,0.5,3,1.2993432387124657,0.9488817890797316,0.9343652950173106,0.9684778368945028,1.9867380630484401,-0.44359967787620924
137,1.0,11.7,375.0,1.5,4.0,36.0,pe hit time,0.5,1,1.2541990200046937,0.9126607681572684,0.93436529511908,0.9684778368459969,2.1937154483020764,-0.38959563093114813
138,1.0,11.7,375.0,1.5,4.0,36.0,pe hit time,0.5,2,1.2993432389247512,0.9488817890476386,0.9343652949984501,0.9684778369019451,1.6306483828454028,-0.5041691200501714
139,1.0,11.7,375.0,1.5,4.0,36.0,pe hit time,0.5,3,1.2993432388119976,0.9488817892276702,0.9343652950240338,0.9684778368054662,1.5170319728401676,-0.6537952749733172
140,1.0,11.7,375.0,1.5,4.0,50.0,constant fraction,0.1,3,1.3971145024869982,0.9488817891012495,0.8578319098602847,1.038483156035868,1.6978732751248022,-0.27036191208704174
141,1.0,11.7,375.0,1.5,4.0,50.0,constant fraction,0.2,3,1.4512139451637067,1.057544851295713,0.8578319098654439,1.0384831560119987,-4.533363452927678e+23,-47925575210.44871
142,1.0,11.7,375.0,1.5,4.0,50.0,constant fraction,0.3,3,1.3971145024975666,1.0575448513535988,0.8324340062203514,1.0384831559149146,0.9181045747947347,-1.233370787935712
143,1.0,11.7,375.0,1.5,4.0,50.0,constant fraction,0.5,3,1.3896316766299532,1.021323830602086,0.8324340062203514,1.0384831559658203,1.8794428619291998,-0.3564903598962269
144,1.0,11.7,375.0,1.5,4.0,50.0,pe hit time,0.5,1,1.126617288267339,0.8016056360923831,0.8578319099340549,1.0384831560975745,-6.469860431036327e+23,-4981210981.839087
145,1.0,11.7,375.0,1.5,4.0,50.0,pe hit time,0.5,2,1.343015059793051,0.9126607684950183,0.8578319098544561,1.0384831559631296,1.4849989432992923,-0.350581969455247
146,1.0,11.7,375.0,1.5,4.0,50.0,pe hit time,0.5,3,1.3971145026219252,1.0213238303884407,0.8578319098891303,1.0384831560089387,-1.5498393819249629e+22,6.868938606682766e+21
147,1.0,11.7,375.0,1.5,4.0,66.0,constant fraction,0.1,3,1.402716552090203,0.9709879577374277,0.9937402951559084,1.0384831560301857,1.836189462161553,-0.029856435497293995
