100	1455741557	1455753818
101	1455850526	#VALUE!
102	1456640200	1456641000
103	1456701110	1456704900
104	1456896634	1456901602
105	1456936320	1456937460
106	1457044680	1457049360
107	1457220688	1457224433
108	1457263560	1457269620
109	1458266280	1458268140
110	1458560760	1458573240
111	1459758360	1459760760
1000	1459833300	1459833880
1001	1459834260	1459835515
1002	1459835742	1459837150
1003	1459836817	1459838387
1004.1	1460020390	1460020570
1004.2	1460020765	1460020945
1004.3	1460021125	1460021305
1004.4	1460026170	1460026405
1004.5	1460026971	1460027280
1005	1460429722	1460431235
1006.1	1460431667	1460434510
1006.2	1460435340	1460437260
1006.3	1460437600	1460439903
1007.1	1461039455	1461039635
1007.2	1461039952	1461040132
1007.3	1461040499	1461040679
1007.4	1461041087	1461041267
1008.1	1461042212	1461042392
1008.2	1461042888	1461043068
1008.3	1461045559	1461045739
1008.4	1461046185	1461046365
1009.1	1461046866	1461047578
1009.2	1461047990	1461049601
1010.1	1461302700	1461305700
1010.2	1461306600	1461306900
2001.1	1463361920	1463362153
2001.2	1463362324	1463362661
2001.3	1463362848	1463363227
2001.4	1463363410	1463363589
2002.1	1463365047	1463365856
2002.2	1463365961	1463366257
2002.3	1463366374	1463366666
2002.4	1463366789	1463366969
2003.1	1463367947	1463368127
2003.2	1463368581	1463368761
2003.3	1463369021	1463369201
2003.4	1463369568	1463369748
2004.1	1463370174	1463370354
2004.2	1463370797	1463370977
2004.3	1463371280	1463371459
2004.4	1463371814	1463371994
2005.1	1463374949	1463375129
2005.2	1463376240	1463376420
2005.3	1463377386	1463377566
2005.4	1463379107	1463379287
2006.1	1463384280	1463384460
2006.2	1463384580	1463384820
2006.3	1463385060	1463385240
2006.4	1463385420	1463385600
2006.5	1463386140	1463386320
2007.0	1463446232	1463446412
2007.1	1463446800	1463446980
2007.2	1463447063	1463447243
2007.3	1463447423	1463447603
2007.4	1463447700	1463447880
2007.5	1463447940	1463448120
2008.1	1463449800	1463449980
2008.2	1463450111	1463450291
2008.3	1463450440	1463450620
2008.4	1463450880	1463451060
2008.5	1463451120	1463451300
2009.1	1463452110	1463452290
2009.2	1463452380	1463452560
2009.3	1463452680	1463452860
2009.4	1463453220	1463453400
2009.5	1463453820	1463454000
2010.1	1463454420	1463454600
2010.2	1463454720	1463454900
2010.3	1463454960	1463455140
2010.4	1463455260	1463455440
2010.5	1463455860	1463456040
2010.6	1463456160	1463456340
2010.7	1463456400	1463456580
2010.8	1463456640	1463456760
2010.9	1463457000	1463457120
2010.10	1463457240	1463457360
3001.1	1463458126	1463458306
3001.2	1463458506	1463458686
3001.3	1463459122	1463459302
3001.4	1463459445	1463459625
3002.1	1463459952	1463460132
3002.2	1463460362	1463460542
3002.3	1463460841	1463461021
3002.4	1463461254	1463461434
3003.1	1463461832	1463462012
3003.2	1463462230	1463462410
3003.3	1463462642	1463462822
3003.4	1463463063	1463463243
3004.1	1463463767	1463463947
3004.2	1463464256	1463464436
3004.3	1463464792	1463464972
3006.1	1463468283	1463468463
3006.2	1463468691	1463468871
3006.3	1463468981	1463469161
3006.4	1463469211	1463469391
3006.5	1463469459	1463469639
3007.1	1463469869	1463470049
3007.2	1463470115	1463470295
3007.3	1463470361	1463470541
3007.4	1463470690	1463470870
3007.5	1463471041	1463471221
3008.1	1463471443	1463471623
3008.2	1463471688	1463471868
3008.3	1463472068	1463472248
3008.4	1463472308	1463472488
3008.5	1463472578	1463472758
3009.1	1463473067	1463473187
3009.2	1463473412	1463473532
3009.3	1463473643	1463473852
3009.4	1463473852	1463473972
3009.5	1463474064	1463474184
4001.1	1463547155	1463547294
4001.2	1463547436	1463547535
4001.3	1463547639	1463547740
4001.4	1463547861	1463547972
4001.5	1463548043	1463548150
4001.6	1463548206	1463548314
4001.7	1463548370	1463548480
4002.1	1463548775	1463548894
4002.2	1463549162	1463549445
4002.3	1463549518	1463549814
4003.1	1463550203	1463550403
4003.2	1463550436	1463550596
4003.3	1463550697	1463550786
4004	1463550988	1463551220
4005.1	1463552668	1463555252
4005.2	1463556021	1463556572
4005.3	1463556572	1463558371
4006	1463558647	1463559755
4007.1	1463560951	1463561193
4007.2	1463561585	1463561835
4007.3	1463561908	1463562152
4007.4	1463562276	1463562791
4008	1463563237	1463563862
5001	1463966880	1463970000
5002	1463970600	1463973600
5003	1463974560	1463977770
5004	1463979300	1463982000
5005	1463984700	1463987400
5006	1463988000	1463989680
5007	1463989800	1463992020
5008	1463992800	1463994600
5100	1463997526	1464008326
